Id,SalePrice
1840,127061.050370
1841,129741.531457
1842,113195.653010
1843,132935.693259
1844,129741.003603
1845,154863.418183
1846,154344.071063
1847,177206.973912
1848,75252.030186
1849,128120.922024
1850,116671.509187
1851,137384.646688
1852,133413.788271
1853,145077.465049
1854,141811.000525
1855,168376.058981
1856,177541.276284
1857,154667.775406
1858,126642.145168
1859,102891.342297
1860,148648.794313
1861,102812.604214
1862,222639.890258
1863,198534.571678
1864,198716.680318
1865,320440.565859
1866,266320.875082
1867,188830.182073
1868,258700.503226
1869,187853.078315
1870,169828.807815
1871,212802.680394
1872,163155.523464
1873,194813.415709
1874,132651.681852
1875,193539.445690
1876,191008.736909
1877,189288.601220
1878,189425.952736
1879,140945.719724
1880,124012.486722
1881,230054.073640
1882,218488.913717
1883,173805.157266
1884,173861.638211
1885,198597.261778
1886,262074.949615
1887,189185.859774
1888,204866.017683
1889,165138.381036
1890,124733.965740
1891,127225.498721
1892,108193.734766
1893,131263.073143
1894,134867.089717
1895,135027.824459
1896,127162.464292
1897,116272.604105
1898,123058.459831
1899,122310.440134
1900,138551.528657
1901,149119.897725
1902,152373.765399
1903,159902.953233
1904,128734.387593
1905,153770.128822
1906,148126.259701
1907,154435.823061
1908,100354.959508
1909,115796.894922
1910,110014.533387
1911,159716.381840
1912,237261.650939
1913,156332.270483
1914,94580.113013
1915,262884.825640
1916,123241.915762
1917,208796.505202
1918,126109.801979
1919,142268.938386
1920,150887.786625
1921,343096.602915
1922,309586.872429
1923,185042.752161
1924,238822.699282
1925,171516.258609
1926,315495.282071
1927,126985.680841
1928,145683.561630
1929,115151.207691
1930,116060.272815
1931,125608.506709
1932,128237.177656
1933,190119.403845
1934,174040.278207
1935,173657.375520
1936,167705.515881
1937,177186.668542
1938,154752.177230
1939,216559.374040
1940,155902.889826
1941,166253.904903
1942,168305.043804
1943,158134.874996
1944,271454.941555
1945,314766.291391
1946,155646.578329
1947,243619.768615
1948,203712.288512
1949,205162.971933
1950,149735.090995
1951,201608.826351
1952,211554.066659
1953,157452.703358
1954,157251.091631
1955,119291.904104
1956,248163.702247
1957,157439.849768
1958,234725.298814
1959,141825.243903
1960,118879.510118
1961,112015.518255
1962,90665.879628
1963,92526.877728
1964,93110.593265
1965,132643.386932
1966,132232.453227
1967,262965.083667
1968,335263.887976
1969,328284.145090
1970,310567.436354
1971,311233.861780
1972,299573.444936
1973,239912.790848
1974,274198.219453
1975,337782.380390
1976,227658.706889
1977,250341.178712
1978,262465.912524
1979,256675.270637
1980,198262.990957
1981,259420.755768
1982,193191.714976
1983,183771.544052
1984,164816.840484
1985,173413.366572
1986,165839.153001
1987,174175.881903
1988,161327.776688
1989,175559.423552
1990,179384.538937
1991,182440.037024
1992,213853.629574
1993,158744.377006
1994,205368.759987
1995,164030.589744
1996,225417.108998
1997,243398.057226
1998,270063.800652
1999,238235.058827
2000,242921.268096
2001,226510.135456
2002,223909.532212
2003,205367.907236
2004,213002.907745
2005,215392.406931
2006,185249.864168
2007,214422.642399
2008,179134.274665
2009,181201.872488
2010,180040.047419
2011,130569.918940
2012,150305.383838
2013,182704.951021
2014,184962.792449
2015,191146.366223
2016,183790.191053
2017,186264.486971
2018,125904.078710
2019,116295.932855
2020,114612.313193
2021,111284.050054
2022,161223.102505
2023,137522.805239
2024,247061.061158
2025,261131.445806
2026,158709.328724
2027,138580.474247
2028,137394.141665
2029,148560.756480
2030,215863.914373
2031,172347.922578
2032,217771.734327
2033,190066.429904
2034,149690.959531
2035,212583.402407
2036,145985.616288
2037,144890.156223
2038,165736.156291
2039,187300.270754
2040,217883.511511
2041,209379.636480
2042,174321.258941
2043,149219.740286
2044,159217.753147
2045,184757.367257
2046,150318.124449
2047,153990.561622
2048,110753.491178
2049,149865.920209
2050,165345.127397
2051,92962.710092
2052,118987.590913
2053,131446.227936
2054,101993.894913
2055,141969.879540
2056,127593.202484
2057,124342.527165
2058,194677.106318
2059,130644.110503
2060,142884.759453
2061,172361.984026
2062,129967.561731
2063,116098.853934
2064,128247.344222
2065,117839.706594
2066,151998.709620
2067,94088.548164
2068,168449.436445
2069,93601.357352
2070,116253.932486
2071,96683.651807
2072,145194.646046
2073,133206.598326
2074,148102.509414
2075,127153.104209
2076,112052.944035
2077,124047.296233
2078,117341.574739
2079,129395.362284
2080,109146.370504
2081,122305.136916
2082,135196.215443
2083,136692.094325
2084,111376.876823
2085,129904.343416
2086,101216.004431
2087,114055.103457
2088,107938.508295
2089,95589.355259
2090,110777.791080
2091,124560.326697
2092,128434.237028
2093,121076.568591
2094,93124.960117
2095,127623.972787
2096,94429.154478
2097,92432.557574
2098,137400.873878
2099,97509.542826
2100,104439.830093
2101,130014.678726
2102,105669.858894
2103,102720.532506
2104,133842.436214
2105,107215.440770
2106,109315.514010
2107,166923.081383
2108,108751.781172
2109,107015.589425
2110,113483.483466
2111,127169.667061
2112,136498.564906
2113,114183.124245
2114,105266.207264
2115,114860.134029
2116,106344.516202
2117,117388.864263
2118,106607.267043
2119,99876.912930
2120,107376.968759
2121,99165.775318
2122,111231.759309
2123,87509.996795
2124,117048.875708
2125,113498.933122
2126,144654.104902
2127,130756.207374
2128,114800.973796
2129,99266.151122
2130,114394.540518
2131,138706.781027
2132,115450.160653
2133,117237.866672
2134,112614.506689
2135,92463.452368
2136,107553.068850
2137,105705.061814
2138,125330.139345
2139,135099.324487
2140,124711.508234
2141,133201.936100
2142,125958.392945
2143,133776.022572
2144,133268.820716
2145,130471.100091
2146,135695.199977
2147,173709.367240
2148,133490.089141
2149,125847.856757
2150,171107.810832
2151,105560.499293
2152,143022.111552
2153,153890.131136
2154,109754.757505
2155,126311.983470
2156,243691.063298
2157,194510.554458
2158,198884.005653
2159,163458.328461
2160,148338.459178
2161,200209.077033
2162,288250.586423
2163,335152.902397
2164,188001.756604
2165,169929.972061
2166,129083.906306
2167,187272.321979
2168,185461.812838
2169,183422.305155
2170,174928.985186
2171,130065.743617
2172,119604.599030
2173,156167.590816
2174,196436.571703
2175,217663.211083
2176,278175.284881
2177,193307.790033
2178,192010.470635
2179,131150.500132
2180,203452.150322
2181,177688.550263
2182,197258.101146
2183,175222.207462
2184,119572.257734
2185,128031.221731
2186,142173.679785
2187,134948.597041
2188,143624.287337
2189,183519.481390
2190,83260.659384
2191,84727.145135
2192,104673.321964
2193,104804.672217
2194,91771.335631
2195,133659.125909
2196,109642.330817
2197,113024.892292
2198,147436.910682
2199,157518.039600
2200,157689.556770
2201,153481.460429
2202,166142.771582
2203,146649.032007
2204,164486.816178
2205,133692.305323
2206,134643.621642
2207,182424.128165
2208,180718.796718
2209,159285.861118
2210,102254.726454
2211,108408.836811
2212,97588.274896
2213,98783.561966
2214,121722.335568
2215,105730.612922
2216,136225.886691
2217,103119.863841
2218,104215.720837
2219,87782.367906
2220,95089.713859
2221,263082.251058
2222,240587.684928
2223,196048.235062
2224,180912.638527
2225,124571.470191
2226,179458.682441
2227,192962.678021
2228,221171.005034
2229,196220.942459
2230,143301.915066
2231,190372.549485
2232,158147.576151
2233,169032.803120
2234,204195.646032
2235,201723.127989
2236,217649.367337
2237,271520.166145
2238,168619.229888
2239,100738.577335
2240,151868.545908
2241,147178.855531
2242,119634.135753
2243,116800.270883
2244,89447.079243
2245,89883.866298
2246,128786.840115
2247,89422.969840
2248,112781.171426
2249,117441.593112
2250,121262.732921
2251,182092.176099
2252,165541.669260
2253,145349.628938
2254,153051.116171
2255,172003.427139
2256,168050.276562
2257,155881.878379
2258,141318.927496
2259,160504.933906
2260,127291.263734
2261,172077.116314
2262,187100.532478
2263,294485.587330
2264,318125.973911
2265,184713.498114
2266,233770.355723
2267,304332.719523
2268,323322.445317
2269,126787.768757
2270,171286.483977
2271,184850.385378
2272,184206.759627
2273,139962.031563
2274,155823.239694
2275,159634.886481
2276,165865.893658
2277,179357.510011
2278,132158.361632
2279,122085.298530
2280,120814.066617
2281,171686.373373
2282,165334.231812
2283,100419.399402
2284,95526.921107
2285,122322.613891
2286,121271.908570
2287,330451.416345
2288,228730.483085
2289,267516.788044
2290,343608.480556
2291,290153.645674
2292,310601.351990
2293,365422.080908
2294,331974.612258
2295,301018.614569
2296,209581.641160
2297,299395.504364
2298,287295.801979
2299,304740.039168
2300,273161.315094
2301,258140.120711
2302,210792.709055
2303,194695.248099
2304,200026.466178
2305,185406.177012
2306,189701.913287
2307,183952.068447
2308,187880.025016
2309,242354.434766
2310,192808.188174
2311,189053.744063
2312,176816.033619
2313,158771.670505
2314,169738.786122
2315,162196.613520
2316,164416.664795
2317,159645.596394
2318,172426.797741
2319,159661.578814
2320,163990.017692
2321,176609.819140
2322,168558.723423
2323,169544.572820
2324,160454.021006
2325,187117.551140
2326,174394.320460
2327,171998.253990
2328,188949.658850
2329,168426.655882
2330,153050.610347
2331,289411.239702
2332,292140.282264
2333,255895.965184
2334,232940.760562
2335,214853.253290
2336,264547.252510
2337,173563.217575
2338,182135.838000
2339,205780.607482
2340,340940.312031
2341,192014.679566
2342,200756.810339
2343,198196.555341
2344,172279.179407
2345,181905.114698
2346,183305.550442
2347,184909.192276
2348,185862.647458
2349,176595.825026
2350,282521.791487
2351,231888.096335
2352,208837.412478
2353,235433.083603
2354,127132.868671
2355,138476.843697
2356,150466.501557
2357,181976.663849
2358,166036.160164
2359,135200.938694
2360,113629.083620
2361,124420.553907
2362,198080.123781
2363,133778.936513
2364,139249.465707
2365,193499.570331
2366,171381.079174
2367,178115.626310
2368,188746.648601
2369,162962.214593
2370,149810.883918
2371,148557.041692
2372,172888.023274
2373,212894.897989
2374,215185.967357
2375,176929.598928
2376,278234.323083
2377,234456.452997
2378,132133.439471
2379,172216.838533
2380,128748.062222
2381,140125.009287
2382,145342.044431
2383,192450.219223
2384,230818.335322
2385,131436.317810
2386,131949.444825
2387,122001.834690
2388,95129.438127
2389,115778.248151
2390,135414.656610
2391,130513.775752
2392,105787.700088
2393,137216.540187
2394,133310.082953
2395,163181.570314
2396,136729.196876
2397,174433.787222
2398,112987.627428
2399,77840.432005
2400,91655.846329
2401,100853.602023
2402,123323.091416
2403,145001.782106
2404,140408.356879
2405,144167.323695
2406,116077.044978
2407,121143.127578
2408,118011.723378
2409,127970.609763
2410,145225.922646
2411,117128.202277
2412,138771.298359
2413,128949.048747
2414,122417.097076
2415,147236.741018
2416,112880.466337
2417,124727.329125
2418,114795.476989
2419,131400.075672
2420,116632.890702
2421,132255.799486
2422,135290.113870
2423,125429.222439
2424,139141.112353
2425,177286.877887
2426,119769.512472
2427,119691.740911
2428,154942.073935
2429,110796.036713
2430,124392.714465
2431,122244.265876
2432,142221.336821
2433,136202.411136
2434,127708.531758
2435,140465.760410
2436,95009.539500
2437,110508.015531
2438,130050.238550
2439,104125.431212
2440,109406.974355
2441,108364.853044
2442,125607.532580
2443,107424.121412
2444,133851.926086
2445,100532.079038
2446,124189.119682
2447,151617.635989
2448,126601.295536
2449,113253.123121
2450,131485.738733
2451,125291.571396
2452,152585.888074
2453,90446.458413
2454,105042.049416
2455,115450.186579
2456,137255.847081
2457,107986.801464
2458,123451.965427
2459,108090.844261
2460,114467.871140
2461,112197.843293
2462,126170.292135
2463,110096.177890
2464,129353.030722
2465,147410.350915
2466,126540.873509
2467,118321.994131
2468,94458.295178
2469,99217.656939
2470,157302.871537
2471,145286.586304
2472,160908.491229
2473,112578.711439
2474,118150.010744
2475,168570.034456
2476,123313.946556
2477,122006.557741
2478,153170.878192
2479,129159.423920
2480,135753.191441
2481,126316.972538
2482,116354.262456
2483,120621.846999
2484,113960.204095
2485,120216.889464
2486,140467.968330
2487,188551.372003
2488,120542.372249
2489,131926.812855
2490,142321.799903
2491,89314.758316
2492,153908.498593
2493,130196.381777
2494,141133.222346
2495,115624.725611
2496,189938.877511
2497,134187.697063
2498,107152.512528
2499,93474.701080
2500,123080.299400
2501,134641.116451
2502,130254.595434
2503,123418.199936
2504,152079.913803
2505,184715.232502
2506,186317.574051
2507,190166.737268
2508,203206.360655
2509,192030.253936
2510,184467.183126
2511,165111.251317
2512,176797.721178
2513,191666.735954
2514,206083.108856
2515,136427.863969
2516,162086.946923
2517,130369.951372
2518,141486.873629
2519,186849.867518
2520,197355.982314
2521,163941.153165
2522,213920.835503
2523,117600.883737
2524,131840.163927
2525,123530.821869
2526,121042.423102
2527,127325.182603
2528,115237.313706
2529,118910.419930
2530,115654.201327
2531,224011.631497
2532,192722.661761
2533,175149.957519
2534,193488.400551
2535,263808.100672
2536,215503.037011
2537,187739.348096
2538,167852.531687
2539,163260.651029
2540,170356.129630
2541,167557.929420
2542,163841.972375
2543,139213.696699
2544,115921.134674
2545,140904.631027
2546,133381.857619
2547,119513.024646
2548,128381.860867
2549,156117.194223
2550,290982.969117
2551,126412.382188
2552,107717.074266
2553,90484.535249
2554,115036.884885
2555,114913.486390
2556,113112.195735
2557,121230.859719
2558,150684.919108
2559,137676.617324
2560,135814.888988
2561,140654.435095
2562,129673.687500
2563,135257.643574
2564,141908.535754
2565,121259.284744
2566,146262.144756
2567,108962.435835
2568,157842.751367
2569,192936.118139
2570,108844.876864
2571,149338.725209
2572,127180.889285
2573,189398.678466
2574,192628.375457
2575,116483.501050
2576,106664.442338
2577,144359.780600
2578,93776.964299
2579,95065.157660
2580,125350.142235
2581,121783.111060
2582,107647.549797
2583,240664.696513
2584,138845.178603
2585,173288.354894
2586,199584.939916
2587,170799.268661
2588,130778.666911
2589,124405.876755
2590,188165.495899
2591,182903.763558
2592,178060.315646
2593,210249.501174
2594,134764.931783
2595,183794.100427
2596,257486.776526
2597,188084.316757
2598,232398.697661
2599,277455.179504
2600,176463.915055
2601,130674.769594
2602,88604.587966
2603,91456.780548
2604,86190.570005
2605,92851.892632
2606,147767.176106
2607,189038.381891
2608,191153.200852
2609,174021.362946
2610,99916.881218
2611,149071.796676
2612,128042.057484
2613,125427.311426
2614,120062.010138
2615,138627.664370
2616,129250.724318
2617,211060.286496
2618,201836.180518
2619,192106.721336
2620,169171.917548
2621,168158.706523
2622,165955.361293
2623,196636.687654
2624,243590.094552
2625,255173.472619
2626,144566.801149
2627,145607.771121
2628,317841.347766
2629,309768.182018
2630,279021.922646
2631,337873.920633
2632,320927.424448
2633,236387.664029
2634,274924.108018
2635,142795.541871
2636,169846.059497
2637,175405.881176
2638,200775.865751
2639,166871.553588
2640,132861.147635
2641,108637.260383
2642,183784.442914
2643,111500.886830
2644,124140.681145
2645,92695.333108
2646,91080.912538
2647,93785.818687
2648,128073.026653
2649,138396.686572
2650,116496.820118
2651,127208.785993
2652,292720.929096
2653,208487.726772
2654,248294.722985
2655,328168.043565
2656,246857.479479
2657,269915.023256
2658,270418.698597
2659,226273.684224
2660,306591.531366
2661,305616.520917
2662,291992.348434
2663,229041.291528
2664,212398.315369
2665,250486.068386
2666,226391.186495
2667,155203.685522
2668,157241.128409
2669,172325.793179
2670,207312.434857
2671,160324.118925
2672,167012.485929
2673,169777.147019
2674,170791.309849
2675,169468.712929
2676,164663.805419
2677,179002.389727
2678,202093.475494
2679,232548.686178
2680,220953.149856
2681,280590.383246
2682,256611.576679
2683,272709.699946
2684,261775.224261
2685,262832.110389
2686,209063.235001
2687,275729.043092
2688,195214.097535
2689,179356.315197
2690,297057.511991
2691,182334.265440
2692,127623.439446
2693,195747.186069
2694,126258.365314
2695,175562.564497
2696,164699.151057
2697,169510.823788
2698,162330.456756
2699,175403.098562
2700,161248.888629
2701,155684.868911
2702,110220.682335
2703,102369.259689
2704,128726.137061
2705,116684.192927
2706,111137.479770
2707,108673.431695
2708,121112.401387
2709,104590.568726
2710,112737.087344
2711,276154.493114
2712,262946.201894
2713,155383.137587
2714,134307.910569
2715,151336.947780
2716,157141.579750
2717,184283.853006
2718,197044.261350
2719,148304.326169
2720,141079.034032
2721,127076.959636
2722,180555.353124
2723,130838.059611
2724,128723.450061
2725,130680.332361
2726,128282.259856
2727,143130.788808
2728,146765.725590
2729,141098.090562
2730,129719.674669
2731,115662.876720
2732,112237.084459
2733,140407.021934
2734,144960.625872
2735,134027.918989
2736,134956.364572
2737,112669.597689
2738,149543.948125
2739,147324.458364
2740,125374.463947
2741,153537.700754
2742,137002.546166
2743,141807.225980
2744,134395.073910
2745,123743.022406
2746,127170.127290
2747,120179.742319
2748,110770.716281
2749,124331.247856
2750,132133.739173
2751,143419.951869
2752,151282.168982
2753,137152.177214
2754,190163.050429
2755,118889.996122
2756,101717.454109
2757,96757.023451
2758,95104.667881
2759,140773.770471
2760,146015.601795
2761,141354.613780
2762,132521.360133
2763,167968.721036
2764,121233.873930
2765,176134.209755
2766,137525.110681
2767,87979.403531
2768,135876.418047
2769,138641.422587
2770,121337.048764
2771,114853.642746
2772,112415.210170
2773,139434.762671
2774,117490.279108
2775,102009.932181
2776,120605.622974
2777,104261.179940
2778,108283.896049
2779,130132.406834
2780,104719.777778
2781,98927.798359
2782,105853.817293
2783,117722.370433
2784,104955.628984
2785,113798.232113
2786,99077.926240
2787,107395.660687
2788,94835.247756
2789,113120.135702
2790,91695.082880
2791,127222.669740
2792,82139.557734
2793,167322.508116
2794,95047.620316
2795,110937.976281
2796,106224.255439
2797,162808.619812
2798,121906.745813
2799,116720.289707
2800,86577.683197
2801,108937.570877
2802,125564.725060
2803,155368.450508
2804,125903.635220
2805,90250.095313
2806,94622.208384
2807,129702.078505
2808,131060.466408
2809,116618.425892
2810,120377.389177
2811,133523.024725
2812,133549.990395
2813,160295.198888
2814,161095.889815
2815,110200.020876
2816,209387.279127
2817,149485.760720
2818,122023.106171
2819,154295.806253
2820,136078.240723
2821,113128.494491
2822,158285.224825
2823,206461.403017
2824,160644.910604
2825,127759.906668
2826,124194.702014
2827,120444.883087
2828,210246.760514
2829,155323.079008
2830,188335.339703
2831,165772.762061
2832,248181.301636
2833,265526.690265
2834,179214.315429
2835,194202.578317
2836,179518.808760
2837,136795.352568
2838,142650.753573
2839,174904.382999
2840,176190.768778
2841,182074.065519
2842,190357.461175
2843,157520.130445
2844,129832.963132
2845,109453.540432
2846,196695.468584
2847,192865.323774
2848,189269.329083
2849,171226.375620
2850,231628.939806
2851,181334.624880
2852,210249.943397
2853,210323.205884
2854,140104.053996
2855,182381.417613
2856,176004.701211
2857,170573.268852
2858,176094.198854
2859,134237.875135
2860,117249.919737
2861,146351.230184
2862,187110.155940
2863,123554.418479
2864,201567.602774
2865,129937.655478
2866,137153.294953
2867,110182.018780
2868,119115.893716
2869,127445.306896
2870,156824.283112
2871,89877.004871
2872,86312.057599
2873,119987.816236
2874,128241.755793
2875,107094.970200
2876,142507.964817
2877,116831.499340
2878,141573.616447
2879,122348.390040
2880,111798.436091
2881,138418.379747
2882,167069.144511
2883,158898.294791
2884,160932.428759
2885,159608.749861
2886,206246.095576
2887,101259.502962
2888,117413.258806
2889,70597.658891
2890,101713.524889
2891,136219.843012
2892,83099.862826
2893,94380.043038
2894,87837.581562
2895,289550.706388
2896,240534.266957
2897,171712.112461
2898,150846.875825
2899,178262.351724
2900,131639.207906
2901,215898.020105
2902,185374.001528
2903,299838.219552
2904,310028.899972
2905,141878.508510
2906,153883.566921
2907,108527.951138
2908,121691.863149
2909,160242.324899
2910,79678.136935
2911,89222.420808
2912,135955.517993
2913,88683.317749
2914,88167.216954
2915,84906.033979
2916,86391.342142
2917,154939.825855
2918,98249.457227
2919,188270.230838
